,filename,emotion,gender,age
445,face0446.jpg,neutral,Man,26
446,face0447.jpg,sad,Man,28
447,face0448.jpg,sad,Man,27
448,face0449.jpg,neutral,Man,30
449,face0450.jpg,neutral,Man,25
450,face0451.jpg,sad,Man,29
451,face0452.jpg,sad,Man,29
452,face0453.jpg,sad,Man,27
453,face0454.jpg,neutral,Man,32
454,face0455.jpg,fear,Man,34
455,face0456.jpg,fear,Man,27
456,face0457.jpg,sad,Man,31
457,face0458.jpg,neutral,Man,28
458,face0459.jpg,sad,Man,27
459,face0460.jpg,neutral,Man,28
460,face0461.jpg,fear,Man,29
461,face0462.jpg,angry,Man,36
462,face0463.jpg,neutral,Man,33
463,face0464.jpg,fear,Man,26
464,face0465.jpg,sad,Man,31
465,face0466.jpg,sad,Man,32
466,face0467.jpg,sad,Man,34
467,face0468.jpg,fear,Man,34
468,face0469.jpg,angry,Man,29
469,face0470.jpg,neutral,Man,31
470,face0471.jpg,sad,Man,30
471,face0472.jpg,sad,Man,30
472,face0473.jpg,neutral,Man,28
473,face0474.jpg,sad,Man,26
474,face0475.jpg,neutral,Man,27
475,face0476.jpg,neutral,Man,27
476,face0477.jpg,neutral,Man,28
477,face0478.jpg,fear,Woman,29
478,face0479.jpg,happy,Man,25
479,face0480.jpg,sad,Woman,29
480,face0481.jpg,neutral,Man,30
481,face0482.jpg,sad,Man,27
482,face0483.jpg,fear,Man,27
483,face0484.jpg,neutral,Man,28
484,face0485.jpg,happy,Man,31
485,face0486.jpg,neutral,Man,29
486,face0487.jpg,neutral,Man,29
487,face0488.jpg,sad,Man,26
488,face0489.jpg,neutral,Man,29
489,face0490.jpg,neutral,Woman,28
490,face0491.jpg,sad,Man,27
491,face0492.jpg,fear,Man,30
492,face0493.jpg,sad,Man,29
493,face0494.jpg,neutral,Man,30
494,face0495.jpg,neutral,Man,32
495,face0496.jpg,sad,Man,33
496,face0497.jpg,angry,Man,37
497,face0498.jpg,sad,Man,30
498,face0499.jpg,neutral,Man,29
499,face0500.jpg,fear,Man,26
500,face0501.jpg,neutral,Man,27
501,face0502.jpg,neutral,Man,26
502,face0503.jpg,sad,Man,30
503,face0504.jpg,fear,Man,27
504,face0505.jpg,sad,Man,29
505,face0506.jpg,sad,Man,28
506,face0507.jpg,neutral,Man,26
507,face0508.jpg,neutral,Man,31
508,face0509.jpg,sad,Man,29
509,face0510.jpg,sad,Man,28
510,face0511.jpg,sad,Man,32
511,face0512.jpg,neutral,Man,29
512,face0513.jpg,neutral,Man,29
513,face0514.jpg,happy,Man,32
514,face0515.jpg,neutral,Man,28
515,face0516.jpg,neutral,Man,33
516,face0517.jpg,neutral,Man,35
517,face0518.jpg,fear,Woman,30
518,face0519.jpg,fear,Woman,31
519,face0520.jpg,neutral,Man,28
520,face0521.jpg,neutral,Man,27
521,face0522.jpg,neutral,Man,30
522,face0523.jpg,sad,Man,26
523,face0524.jpg,sad,Man,26
524,face0525.jpg,happy,Man,30
525,face0526.jpg,happy,Man,38
526,face0527.jpg,sad,Man,32
527,face0528.jpg,sad,Man,35
528,face0529.jpg,neutral,Man,25
529,face0530.jpg,sad,Man,28
530,face0531.jpg,neutral,Man,31
531,face0532.jpg,sad,Man,28
532,face0533.jpg,sad,Man,30
533,face0534.jpg,sad,Man,28
534,face0535.jpg,happy,Man,34
535,face0536.jpg,fear,Man,34
536,face0537.jpg,fear,Man,28
537,face0538.jpg,fear,Man,23
538,face0539.jpg,sad,Man,25
539,face0540.jpg,angry,Man,25
540,face0541.jpg,fear,Man,24
541,face0542.jpg,neutral,Man,30
542,face0543.jpg,happy,Man,30
543,face0544.jpg,angry,Man,35
544,face0545.jpg,neutral,Man,25
545,face0546.jpg,happy,Man,26
546,face0547.jpg,angry,Man,32
547,face0548.jpg,neutral,Man,28
548,face0549.jpg,angry,Man,31
549,face0550.jpg,fear,Man,31
550,face0551.jpg,neutral,Man,31
551,face0552.jpg,angry,Man,30
552,face0553.jpg,fear,Man,30
553,face0554.jpg,fear,Man,29
554,face0555.jpg,neutral,Man,26
555,face0556.jpg,fear,Man,25
556,face0557.jpg,fear,Man,28
557,face0558.jpg,fear,Man,31
558,face0559.jpg,happy,Man,26
